,0
250,605.2
251,13948.287
252,228.37399999999997
253,811.816
254,11558.712000000001
255,58704.84299999999
256,16220.867999999999
257,33070.926
258,49420.966
259,4713.778
260,33152.19299999999
261,5605.73
262,25957.405000000006
263,10390.333999999999
264,4199.447
265,38733.106
266,255.504
267,29.440999999999995
268,50844.44300000001
269,14395.6
270,4286.402
271,9005.725999999999
272,23299.83
273,324.306
274,30704.582000000006
275,19147.858
276,24365.997
277,7734.713000000001
278,3772.0
279,4968.17
280,231.64700000000008
281,12788.14
282,16935.978
283,2093.7780000000002
284,20827.370000000003
285,15353.445000000002
286,708.832
287,3939.5910000000003
288,76262.5
289,17061.951
290,16607.216000000004
291,3761.625
292,12614.892
293,7707.818000000001
294,11892.485
295,916.608
296,3998.1050000000005
297,65010.093000000015
298,13940.285999999998
299,4823.0509999999995
300,740.973
301,497.62
302,2226.437
303,1306.5970000000002
304,16190.378999999997
305,6307.280000000001
306,47965.517
307,19419.68
308,36402.364
309,180027.88799999998
310,664.2170000000001
311,10559.162
312,6677.0
313,13078.778
314,21022.184999999998
315,5626.123
316,1887.1449999999998
317,16147.124
318,5911.054
319,7752.977000000001
320,8922.004
321,48981.193
322,20495.011999999995
323,21.058999999999997
324,2185.032
325,959.1029999999998
326,8233.321999999998
327,40552.770000000004
328,58772.281
329,1937.304
330,2193.075
331,13745.853
332,12942.154999999999
333,63012.73999999999
334,55283.85400000001
335,32566.801
336,33624.518000000004
337,5964.3279999999995
338,61026.152
339,1839.109
340,10179.447
341,999.874
342,5252.603999999999
343,2678.1899999999996
344,365.25
345,108.002
346,13953.617999999999
347,14008.846
348,5130.724
349,2128.566
350,26453.311999999998
351,185.686
352,1626.7
353,30838.889000000003
354,1812.6450000000004
355,2244.6450000000004
356,11178.928
357,122.16000000000001
358,48521.816999999995
359,44765.865999999995
360,6495.129999999999
361,19262.906
362,3298.246
363,1558.537
364,60904.205
365,28270.464999999997
366,4531.351999999999
367,3040.6349999999998
368,51300.559000000016
369,4254.032
370,2075.85
371,64306.621999999996
372,12042.919999999998
373,12799.587
374,8907.395
375,12874.472000000002
376,28595.517
377,33010.92999999999
378,3611.7560000000003
379,4332.459000000001
380,8758.404999999999
381,4813.367
382,37499.121999999996
383,14989.347999999998
384,3140.4640000000004
385,7479.989
386,33047.32400000001
387,444.55
388,8358.869999999999
389,5429.746
390,3802.1509999999994
391,62738.083
392,3506.775
393,14529.692
394,81.08500000000001
395,23065.252
396,31191.879000000004
397,3631.482
398,10391.226
399,365.0
400,16306.178999999998
401,1323.0639999999999
402,8940.82
403,68041.981
404,1431.638
405,11472.882000000001
406,484.6360000000001
407,4361.231
408,1685.875
409,6610.753
410,9.524
411,252.63600000000002
412,8626.825
413,11770.097
414,11784.762
415,9184.014
416,4010.114
417,2428.7589999999996
418,26260.619999999995
419,49472.032
420,565.76
421,82463.35900000001
422,55004.723
423,20451.887
424,7447.369000000001
425,136210.78900000002
426,2707.228
427,9796.488
428,19.688
429,3093.8199999999997
430,58182.28200000001
431,19161.414
432,25987.620999999996
433,1792.2000000000003
434,37368.75
435,37873.998
436,3404.183
437,14661.235999999999
438,1714.3820000000003
439,12096.797
440,18706.53
441,202.792
442,440.84
443,10359.627999999999
444,1542.721
445,3616.8490000000006
446,2391.534
447,12333.802999999998
448,7331.433999999999
449,8659.833999999999
450,36310.998999999996
451,10183.948
452,81722.64199999999
453,1013.0
454,2510.68
455,8760.685999999998
456,14577.688
457,7.997
458,1638.011
459,15621.144
460,16879.031000000003
461,25.812
462,6161.625000000001
463,13815.772
464,1407.9999999999995
465,4498.721
466,11885.189999999999
467,3378.1950000000006
468,1074.726
469,12505.285
470,116.98800000000001
471,3326.1159999999995
472,16960.218
473,2637.1369999999997
474,2150.8900000000003
475,7262.898999999999
476,1750.179
477,2549.471
478,3609.7380000000003
479,34.708
480,12777.462
481,90539.76299999999
482,89803.568
483,8892.6
484,8498.204
485,8058.853000000001
486,3500.8840000000005
487,9.127999999999998
488,67.46200000000002
489,3294.507
490,1804.4720000000002
491,25.032
492,70310.93100000001
493,10010.569999999998
494,17410.777000000002
495,3438.5560000000005
496,10517.083999999999
497,6758.601
498,22228.103000000003
499,4273.706
500,6567.879999999999
501,942.0420000000001
502,2370.362
503,298.764
504,9305.428000000002
505,429.154
506,25527.294
507,3564.6369999999997
508,6423.752
509,7808.039999999999
510,9621.162
511,3949.236
512,39588.198000000004
513,6565.726
514,43789.97
515,1129.257
516,125.218
517,8049.969
518,2112.91
519,5050.141
520,45793.491
521,19012.156
522,24319.936
523,3933.2470000000003
524,10204.416000000001
525,46.974000000000004
526,20443.220999999998
527,19503.261
528,2767.853
529,19249.44
530,1052.102
531,3559.2339999999995
532,56560.725
533,3021.407
534,18392.137
535,17180.347
536,5172.987999999999
537,81382.811
538,5236.000999999998
539,14303.262000000002
540,6697.795999999999
541,3266.0330000000004
542,14344.434
543,70.50399999999999
544,22.127000000000002
545,4630.845
546,17229.638
547,11172.555
548,8581.708000000002
549,43843.001000000004
550,13453.976
551,1924.654
552,2850.528
553,74862.35699999999
554,26649.931
555,12164.444
556,14355.371
557,2049.098
558,120462.04299999999
559,7143.350999999998
560,592.3679999999999
561,457.843
562,3770.1459999999997
563,14057.494
564,12268.689
565,201.786
566,4564.110999999999
567,6152.772
568,11337.393000000002
569,16859.497
570,14760.38
571,956.4390000000001
572,21.500999999999998
573,10699.244999999999
574,20684.716
575,13346.222
576,744.3979999999999
577,11364.966
578,35.702999999999996
579,4035.2810000000004
580,814.0060000000001
581,19412.009000000002
582,35468.8
583,1715.35
584,6764.831999999999
585,27447.222
586,140.22099999999998
587,18067.083000000002
588,3995.593
589,23573.305999999993
590,170.76
591,11086.605
592,75177.277
593,37259.144
594,16427.102000000003
595,27481.046000000002
596,1424.7920000000001
597,19261.229
598,8419.842
599,24294.456
600,39687.143
601,36778.648
602,21053.216
603,17903.771
604,3868.833
605,2856.5
606,5138.83
607,1706.83
608,1583.7040000000002
609,16793.157999999996
610,139.50900000000001
611,8631.636999999999
612,36055.999
613,4008.939
614,5313.459000000001
615,80595.90900000001
616,938.392
617,4853.058999999999
618,5011.129999999999
619,29709.710000000003
620,7803.325000000002
621,10013.510999999999
622,427.02599999999995
623,1104.429
624,47772.85100000001
625,3455.887
626,839.22
627,3226.3
628,6972.729999999999
629,35.24400000000001
630,102.388
631,543.1180000000002
632,73124.58600000001
633,3891.4869999999996
634,2016.655
635,9701.777
636,3895.4790000000007
637,55985.413
638,481.28000000000003
639,7868.097
640,37164.630000000005
641,349.538
642,8115.867
643,3015.2660000000005
644,3696.1800000000003
645,10723.069999999998
646,3418.5
647,13785.503
648,361.632
649,40406.166000000005
650,8568.437
651,37486.437000000005
652,23182.584999999995
653,3558.1279999999997
654,33.068
655,6572.527
656,6287.398000000001
657,173.489
658,3597.353
659,298.224
660,5058.498
661,2492.2189999999996
662,3316.5099999999998
663,2302.989
664,1788.3
665,4741.047
666,27.101999999999997
667,10642.09
668,1258.721
669,18872.875
670,1744.4559999999997
671,3535.768
672,19226.078
673,117.48600000000002
674,48081.920999999995
675,2727.63
676,5515.005999999999
677,45023.05399999999
678,5203.108
679,1120.5570000000002
680,14750.842999999999
681,9513.199000000002
682,31221.143
683,3306.097
684,8477.635
685,5619.6
686,15995.971
687,25979.614000000005
688,14605.611
689,28003.433
690,1452.143
691,939.884
692,89.56
693,38944.84
694,19177.625
695,1887.154
696,3892.7240000000006
697,393.739
698,2929.042
699,18824.487
700,2012.75
701,20327.923000000003
702,7880.6720000000005
703,10373.612000000001
704,20045.423
705,6958.3200000000015
706,7992.281
707,4066.0209999999997
708,4360.352
709,109.56000000000002
710,50400.498999999996
711,72.784
712,11967.091
713,78.16
714,15069.248000000001
715,7716.112000000001
716,17186.556999999997
717,6650.4259999999995
718,4783.183
719,9932.292000000001
720,18652.307999999997
721,23324.897999999997
722,1428.32
723,9727.522
724,2603.8839999999996
725,59084.083
726,28709.599000000006
727,25695.591999999997
728,3237.8720000000003
729,58912.081000000006
730,1038.945
731,1421.3139999999999
732,13309.332999999999
733,12475.44
734,279.40700000000004
735,15334.891999999998
736,5427.8150000000005
737,1968.8799999999999
738,15333.060000000001
739,18137.704
740,9051.983
741,19718.550000000003
742,13256.844000000001
743,4156.364
744,4707.9619999999995
745,1030.671
746,27548.391000000003
747,7997.337000000001
748,9137.258000000002
749,5452.650999999999
750,7918.798
751,163.84499999999997
752,26370.65
753,43351.358
754,20307.536
755,31506.425
756,34.17
757,476.547
758,2979.84
759,335.233
760,1570.801
761,9694.892000000002
762,7922.351
763,233.848
764,27554.487
765,7412.573999999999
766,18507.639000000003
767,36521.168
768,4307.954
769,1760.0279999999998
770,18942.07
771,23970.257999999998
772,3198.394
773,90405.26100000001
774,3036.1429999999996
775,243.84200000000004
776,5188.812
777,6155.6900000000005
778,1183.1600000000003
779,3271.796
780,48.621
781,1658.532
782,6615.873999999999
783,348.17300000000006
784,483.82
785,2325.8849999999993
786,2262.298
787,40201.1
788,2700.394
789,5893.646000000001
790,71695.25000000001
791,750.1629999999999
792,2418.573
793,10280.438
794,55045.471999999994
795,7458.8240000000005
796,37949.799
797,71.391
798,2724.219
799,37258.019
800,23917.572
801,35941.38599999999
802,12439.278999999999
803,15421.753000000002
804,29255.349
805,312.5
806,9.394000000000002
807,10723.683
808,1247.5960000000002
809,7231.8
810,27610.501999999997
811,1499.275
812,6678.721
813,9313.374999999998
814,11958.376
815,35654.332
816,12547.011999999999
817,32155.859999999997
818,975.893
819,25916.613
820,18238.373
821,2128.946
822,1121.782
823,7392.251000000001
824,26922.839999999997
825,33179.76
826,11344.139
827,2119.739
828,31385.879000000004
829,31142.864
830,17331.609
831,9041.869999999999
832,17900.522999999997
833,5913.723999999999
834,1738.75
835,21842.228
836,22270.104
837,1000.5840000000001
838,1463.429
839,1399.8700000000001
840,66.488
841,31304.227000000003
842,3905.6
843,14650.329000000002
844,8129.995999999999
845,441.55
846,85135.77200000001
847,38190.087
848,37320.612
849,3094.423
850,1298.1119999999999
851,10383.996
852,1727.2779999999998
853,38732.973
854,3339.5009999999993
855,22202.851000000006
856,490.60300000000007
857,772.128
858,24323.295000000006
859,10871.689999999999
860,535.209
861,12340.978
862,1212.447
863,12758.153
864,21408.353
865,1992.743
866,766.8990000000001
867,37492.458000000006
868,18562.945
869,1714.753
870,56257.05999999998
871,2636.12
872,73.396
873,1422.779
874,30972.332000000002
875,1590.6129999999998
876,6755.479000000001
877,7894.681
878,8096.427000000001
879,261.65100000000007
880,865.5
881,25682.665
882,1293.527
883,1269.017
884,9404.348
885,461.58599999999996
886,6608.092999999999
887,26271.906
888,7411.370000000001
889,12123.44
890,5787.1089999999995
891,5371.686
892,3409.0229999999997
893,1729.684
894,15611.660999999998
895,2252.6490000000003
896,15035.717999999999
897,16738.610999999997
898,322.78700000000003
899,17618.394999999997
900,121.00899999999999
901,15344.728
902,865.3299999999999
903,555.0849999999999
904,5480.946
905,1197.167
906,13124.453
907,15872.201000000001
908,42075.023
909,19906.156
910,4904.052000000001
911,25731.444000000003
912,472.407
913,65191.078000000016
914,23773.248
915,97057.13399999999
916,21.562000000000005
917,4797.308999999999
918,70063.34900000002
919,80698.051
920,63284.085999999996
921,185.00900000000001
922,6740.973
923,4631.01
924,1789.0900000000001
925,10563.851999999999
926,1400.108
927,16494.802
928,81991.18
929,12163.409
930,3864.186
931,11868.893
932,11885.746
933,35.44
934,82604.447
935,55299.359
936,1650.4689999999998
937,36984.716
938,14435.713
939,65.796
940,213.644
941,26545.744
942,3131.5150000000003
943,28105.107999999997
944,1344.6140000000003
945,1820.761
946,33350.938
947,35398.53999999999
948,436.6540000000001
949,4058.0860000000002
950,10641.293000000001
951,7785.005
952,3917.0210000000006
953,8976.27
954,79072.15100000001
955,12972.277000000002
956,38724.206
957,480.102
958,325.419
959,3430.547
960,593.192
961,100.24
962,6211.027999999999
963,42880.259000000005
964,19984.655
965,1647.703
966,20775.513
967,5557.478
968,11914.857999999998
969,54178.417
970,23580.512
971,17118.438999999995
972,35.366
973,194.692
974,449.884
975,28326.036
976,67510.841
977,47.13699999999999
978,6942.431
979,9048.268
980,259.956
981,50887.643
982,905.0800000000002
983,3634.2059999999997
984,14475.378
985,17542.341
986,4702.952
987,15674.687000000002
988,2169.8880000000004
989,38149.441999999995
990,4818.9980000000005
991,33847.988
992,1720.9
993,18539.908000000003
994,14421.667000000001
995,47117.35599999999
996,5596.449
997,230.36399999999998
998,739.3130000000001
999,1496.835
1000,345.96500000000003
1001,64447.51599999999
1002,23719.075999999997
1003,1695.4040000000005
1004,81.877
1005,4021.9119999999994
1006,30584.877999999997
1007,171.79
1008,14331.701000000001
1009,5851.342000000001
1010,3733.7820000000006
1011,18448.886
1012,8216.241
1013,9178.297999999999
1014,41898.098
1015,2445.22
1016,2645.75
1017,189.11200000000002
1018,321.3
1019,62739.18600000001
1020,59080.463
1021,171.68699999999998
1022,22.105
1023,4473.138
1024,4450.316
1025,15803.966
1026,13250.968000000003
1027,2349.9
1028,2359.278
1029,10935.208000000002
1030,11946.670999999998
1031,9829.841999999999
1032,44261.454
1033,285.59900000000005
1034,38167.075
1035,20046.848000000005
1036,438.75999999999993
1037,46033.078
1038,2395.227
1039,50729.191999999995
1040,2554.085
1041,4654.707
1042,4741.8910000000005
1043,12315.009
1044,19653.496000000003
1045,42315.903000000006
1046,25539.913
1047,127453.232
1048,35.42100000000001
1049,17274.956
1050,4474.191000000001
1051,4588.154
1052,33423.537
1053,74683.52200000001
1054,20854.303999999996
1055,2347.619
1056,17831.834
1057,24724.081
1058,25712.440000000002
1059,20732.606999999996
1060,10736.360999999999
1061,862.5540000000001
1062,2381.9399999999996
1063,7462.499000000001
1064,30942.2
1065,579.015
1066,2516.029
1067,13257.469000000001
1068,25810.524
1069,2610.667999999999
1070,18626.958000000002
1071,57941.314
1072,41267.298
1073,782.1220000000001
1074,41374.497
1075,42624.593
1076,9608.202000000001
1077,24.767999999999997
1078,4178.052000000001
1079,27065.108
1080,1265.9299999999998
1081,12235.422000000002
1082,1084.986
1083,410.7610000000001
1084,2247.161
1085,30.776999999999997
1086,3498.781
1087,7461.274
1088,17457.565
1089,27485.977999999996
1090,50001.70599999999
1091,13621.609
1092,5748.736
1093,8713.449
1094,4445.983
1095,36478.893000000004
1096,112.006
1097,1815.8109999999997
1098,8943.314999999999
1099,7458.8
1100,236.68300000000005
1101,18733.638
1102,579.304
1103,562.963
1104,2667.0080000000003
1105,25818.986000000004
1106,14002.023000000001
1107,21078.970999999998
1108,21206.229
1109,1036.674
1110,59206.583999999995
1111,7695.601000000001
1112,13173.210000000001
1113,8128.693000000001
1114,1523.333
1115,3201.2349999999997
1116,11613.605000000001
1117,234.91699999999997
1118,332.333
1119,4383.356
1120,42470.394
1121,3881.119
1122,2556.1360000000004
1123,12714.94
1124,54941.23
1125,8102.379999999999
1126,119.77000000000002
1127,19948.862999999998
1128,3684.5969999999993
1129,36573.527
1130,10535.533
1131,14271.690000000002
1132,1181.4700000000003
1133,46191.042
1134,2350.564
1135,27.563
1136,2342.6059999999998
1137,915.2270000000001
1138,13078.065999999999
1139,1474.788
1140,559.5139999999999
1141,573.841
1142,6967.826999999999
1143,24431.130000000005
1144,21519.824
1145,960.7760000000001
1146,12194.520999999999
1147,12705.915
1148,3187.638
1149,7682.487999999999
1150,1035.5819999999999
1151,257.86
1152,8799.882000000001
1153,42137.27799999999
1154,1011.726
1155,2253.2200000000003
1156,59151.145
1157,504.58000000000004
1158,3659.1
1159,60834.354000000014
1160,2827.3810000000003
1161,56.54600000000001
1162,60.95
1163,146.72200000000004
1164,8204.314999999999
1165,1954.188
1166,18494.893
1167,7955.097
1168,410.896
1169,7052.834
1170,81201.86400000002
1171,11037.925
1172,14423.389000000001
1173,724.539
1174,76277.40999999999
1175,73384.076
1176,4554.5509999999995
1177,6771.6410000000005
1178,1437.0
1179,3010.454
1180,3635.173
1181,18471.321000000004
1182,25670.471999999998
1183,168.462
1184,9328.295000000002
1185,16980.977000000003
1186,9573.642
1187,26219.8
1188,8778.269
1189,62361.491
1190,8.096
1191,40.808
1192,9426.132999999998
1193,1763.5739999999998
1194,11175.496000000003
1195,2084.678
1196,391.031
1197,1874.7480000000003
1198,5712.370999999999
1199,15024.881
1200,28570.525000000005
1201,241.369
1202,2866.67
1203,9333.708999999999
1204,13833.802
1205,11861.769000000002
1206,2200.168
1207,34.396
1208,467.8119999999999
1209,3705.629000000001
1210,3354.189
1211,2056.7479999999996
1212,7.714
1213,275.505
1214,2750.2380000000003
1215,769.4089999999999
1216,8998.075
1217,10322.594000000001
1218,53122.518000000004
1219,17740.421000000002
1220,10585.712
1221,35.15
1222,41615.671
1223,11799.508000000002
1224,1322.444
1225,22636.231
1226,111.05199999999999
1227,13448.818
1228,9890.327000000001
1229,1667.648
1230,8932.2
1231,37.447
1232,6147.279999999999
1233,1232.367
1234,3067.0000000000005
1235,397.653
1236,16497.107
1237,9361.505000000001
1238,392.29499999999996
1239,6819.809000000001
1240,26832.772999999997
1241,83362.20700000002
1242,5219.4349999999995
1243,33944.957
1244,1019.35
1245,11872.153999999999
1246,2828.544
1247,4234.677000000001
1248,40579.698
1249,18.7
1250,2292.121
1251,10198.074
1252,51505.314
1253,8013.881000000001
1254,30826.466000000004
1255,27702.453999999998
1256,4610.938
1257,3819.4990000000007
1258,3312.7630000000004
1259,1466.13
1260,2443.624
1261,143.48499999999996
1262,3641.746
1263,2752.927
1264,65.63
1265,106.902
1266,44191.675
1267,2006.2509999999997
1268,32.985
1269,5742.871
1270,1166.5940000000003
1271,3769.6130000000003
1272,3524.274
1273,38580.268000000004
1274,190.779
1275,23391.824
1276,6949.126000000001
1277,865.546
1278,3490.4800000000005
1279,78435.5
1280,1406.5960000000002
1281,13746.367999999999
1282,2064.38
1283,13124.373000000001
1284,499.33000000000004
1285,7340.921999999999
1286,17451.73
1287,6495.116
1288,3025.1929999999993
1289,21230.521
1290,1503.5800000000004
1291,39744.049999999996
1292,27.766
1293,68253.75399999999
1294,843.1
1295,19.494
1296,2150.076
1297,2246.4
1298,4972.359999999999
1299,70467.42
1300,1929.0279999999998
1301,10447.848999999998
1302,45400.512
1303,350.98
1304,3824.107
1305,2653.7820000000006
1306,8562.981000000002
1307,11318.388
1308,2353.897
1309,270.272
1310,2367.335
1311,3282.8399999999992
1312,1424.9
1313,31.877999999999997
1314,4232.4
1315,2959.2699999999995
1316,34305.301999999996
1317,31030.131
1318,1387.4920000000002
1319,1977.098
1320,7171.497000000001
1321,4453.625999999999
1322,2602.324
1323,3088.051
1324,9658.538
1325,4955.991
1326,3021.428
1327,11865.490000000002
1328,3761.606999999999
1329,80.73599999999999
1330,19913.528
1331,22672.492000000006
1332,4663.399
1333,11415.844000000001
1334,16224.856000000003
1335,186.212
1336,138972.52800000002
1337,17.302
1338,3009.089
1339,12821.665
1340,431.308
1341,4923.9
1342,71992.11
1343,37022.46200000001
1344,33.444
1345,297.503
1346,24449.784000000003
1347,132716.202
1348,19488.001
1349,24723.665
1350,5089.463000000001
1351,644.9250000000001
1352,8589.116000000002
1353,7043.106
1354,2103.0060000000003
1355,66015.72
1356,4570.76
1357,8747.49
1358,29276.941000000003
1359,11544.833999999999
1360,7543.848999999999
1361,111.577
1362,5459.218999999999
1363,17405.041
1364,4862.969
1365,25560.111
1366,49501.505999999994
1367,23.830000000000002
1368,47043.37699999999
1369,79.018
1370,5197.356000000001
1371,2913.2349999999997
1372,18887.882
1373,32439.061000000005
1374,502.82
1375,2032.182
1376,12949.807
1377,600.4130000000001
1378,57377.025
1379,7598.363
1380,12087.732999999998
1381,4421.791
1382,6496.9039999999995
1383,11685.077
1384,15604.566
1385,47036.702000000005
1386,39411.56800000001
1387,10977.944000000001
1388,776.0310000000001
1389,2818.424
1390,259.821
1391,252.996
1392,20741.798000000003
1393,4671.259
1394,12238.889
1395,2843.09
1396,16130.650999999998
1397,17160.261
1398,5985.692000000001
1399,79206.20700000001
1400,46489.31199999999
1401,11449.619
1402,439.46000000000004
1403,645.493
1404,6532.188
1405,8305.026
1406,2369.5270000000005
1407,61.597
1408,7660.283000000001
1409,10532.753
1410,21857.799000000003
1411,6931.879000000001
1412,2002.0549999999998
1413,5094.0
1414,42220.534999999996
1415,7105.961
1416,1249.98
1417,1816.3619999999996
1418,4614.0
1419,11898.798999999999
1420,61010.348
1421,1510.692
1422,5447.4349999999995
1423,26218.832999999995
1424,7167.489
1425,20763.102999999996
1426,4027.0810000000006
1427,3661.381
1428,850.914
1429,61251.94900000001
1430,2687.0290000000005
1431,12091.343
1432,9117.622999999998
1433,658.9540000000001
1434,5359.55
1435,5121.872
1436,774.3879999999999
1437,3987.2649999999994
1438,33679.585999999996
1439,3861.264
1440,5338.016000000001
1441,61438.083999999995
1442,20445.109000000004
1443,94085.212
1444,51483.031
1445,2635.596
1446,101069.302
1447,44869.479
1448,18139.702
1449,2533.2680000000005
1450,604.4379999999999
1451,20668.66
1452,20116.253
1453,34618.184
1454,3900.1159999999995
1455,44921.173
1456,9430.6
1457,1909.016
1458,808.011
1459,28418.494
1460,643.3990000000001
1461,6919.217999999999
1462,11699.306
1463,3376.672
1464,122.84700000000001
1465,18451.437
1466,2948.7780000000002
1467,94249.78
1468,5549.089
1469,17933.51
1470,39.763999999999996
1471,11589.134
1472,5589.228
1473,75851.071
1474,219.62000000000003
1475,62249.576
1476,21632.974
1477,21404.593
1478,12475.964
1479,2896.62
1480,1666.623
1481,38241.803
1482,2838.683
1483,3752.9370000000004
1484,10189.275000000001
1485,66501.54599999999
1486,461.19899999999996
1487,3677.4550000000004
1488,19621.551
1489,43937.674
1490,11732.414
1491,49625.089
1492,656.602
1493,49992.477999999996
1494,621.55
1495,7953.250000000002
1496,2149.0299999999997
1497,5143.216
1498,3559.589
1499,3555.25
1500,3419.2130000000006
1501,32627.670000000006
1502,16026.543
1503,30869.334000000003
1504,31791.072000000004
1505,1395.1299999999999
1506,21.675
1507,6666.889
1508,7279.320999999999
1509,32658.538
1510,53392.00600000001
1511,5878.355
1512,1429.884
1513,16802.31
1514,842.356
1515,8540.094999999998
1516,7079.579
1517,102.50899999999999
1518,251.92799999999994
1519,1717.5579999999998
1520,174213.75499999998
1521,39186.058999999994
1522,18545.057999999997
1523,37762.352
1524,1811.2279999999998
1525,6295.432
1526,98770.03099999999
1527,13852.164999999999
1528,3761.756
1529,28985.434999999998
1530,18376.238
1531,757.7050000000002
1532,8361.952999999998
1533,63219.215000000004
1534,11939.858
1535,4049.2690000000002
1536,10995.721
1537,16290.591
1538,13020.587
1539,12457.701000000001
1540,4269.581
1541,10741.607
1542,108460.32800000001
1543,10320.86
1544,14332.858000000002
1545,4191.919
1546,5303.371000000001
1547,33.183
1548,10467.803
1549,3094.262
1550,2944.737
1551,7410.115
1552,52619.393000000004
1553,7152.559000000001
1554,51062.628000000004
1555,2912.916
1556,5621.432
1557,52619.393000000004
1558,4295.17
1559,102841.036
1560,704.0
1561,8327.822999999999
1562,19.053
1563,5378.005
1564,46228.388999999996
1565,37822.084
1566,52625.541999999994
1567,93302.864
1568,8444.197
1569,1481.6480000000001
1570,6203.258999999999
1571,3564.504
1572,1268.461
1573,23.333
1574,3696.7529999999997
1575,2908.4930000000004
1576,337.693
1577,4039.155
1578,3126.9990000000003
1579,661.1310000000001
1580,61.318999999999996
1581,211.154
1582,33210.214
1583,18877.488999999998
1584,5381.536000000001
1585,56477.659
1586,30536.500999999997
1587,199.74699999999999
1588,4757.361
1589,482.02700000000004
1590,17459.927000000003
